Row ID;Row Name;disableParam_NT;disableParamReserve1;disableParamReserve2;refId_default;sfxVariationId;weight;basicPrice;sellValue;behaviorId;replaceItemId;sortId;appearanceReplaceItemId;yesNoDialogMessageId;useEnableSpEffectType;potGroupId;pad;iconId;modelId;shopLv;compTrophySedId;trophySeqId;maxNum;consumeHeroPoint;overDexterity;goodsType;refCategory;spEffectCategory;pad3;goodsUseAnim;opmeMenuType;useLimitCategory;replaceCategory;reserve4;enable_live;enable_gray;enable_white;enable_black;enable_multi;disable_offline;isEquip;isConsume;isAutoEquip;isEstablishment;isOnlyOne;isDiscard;isDeposit;isDisableHand;isRemoveItem_forGameClear;isSuppleItem;isFullSuppleItem;isEnhance;isFixItem;disableMultiDropShare;disableUseAtColiseum;disableUseAtOutOfColiseum;isEnableFastUseItem;isApplySpecialEffect;syncNumVaryId;refId_1;refVirtualWepId;vagrantItemLotId;vagrantBonusEneDropItemLotId;vagrantItemEneDropItemLotId;castSfxId;fireSfxId;effectSfxId;enable_ActiveBigRune;isBonfireWarpItem;enable_Ladder;isUseMultiPlayPreparation;canMultiUse;isShieldEnchant;isWarpProhibited;isUseMultiPenaltyOnly;suppleType;autoReplenishType;isDrop;showLogCondType;isSummonHorse;showDialogCondType;isSleepCollectionItem;enableRiding;disableRiding;maxRepositoryNum;sortGroupId;isUseNoAttackRegion;pad1;saleValue;rarity;useLimitSummonBuddy;useLimitSpEffectType;aiUseJudgeId;consumeMP;consumeHP;reinforceGoodsId;reinforceMaterialId;reinforcePrice;useLevel_vowType0;useLevel_vowType1;useLevel_vowType2;useLevel_vowType3;useLevel_vowType4;useLevel_vowType5;useLevel_vowType6;useLevel_vowType7;useLevel_vowType8;useLevel_vowType9;useLevel_vowType10;useLevel_vowType11;useLevel_vowType12;useLevel_vowType13;useLevel_vowType14;useLevel_vowType15;useLevel;reserve5;itemGetTutorialFlagId;reserve3
78;;1;0;000000;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;255;0;0;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
79;;1;0;000000;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;255;0;0;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
90;;1;0;000000;99102;66;0;0;10000;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;9;0;0;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;10000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
91;;1;0;000000;3279;65;0;0;1000;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;9;0;0;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;1000;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
92;;1;0;000000;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;255;0;0;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
93;;1;0;000000;-1;-1;0;0;1;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;255;0;0;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
94;;1;0;000000;-1;84;0;0;-1;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;1;0;50;0;2;0;00;8;0;0;0;0000;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305100;305101;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;1;255;1;0;-1;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
98;;1;0;000000;3270;60;0;0;500;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;99;0;50;0;2;0;00;9;0;0;0;0000;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;304000;304001;304002;1;0;0;1;1;0;0;0;0;0;0;1;0;2;0;1;0;0;255;1;0;500;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
99;;1;0;000000;501025;10;0;0;50;0;-1;999999;-1;-1;0;-1;00;0;0;-1;-1;-1;5;0;50;0;2;0;00;0;0;2;0;0000;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;-1;-1;-1;-1;-1;-1;301021;-1;1;0;0;1;0;0;0;0;0;2;0;1;0;2;0;1;0;10;255;1;0;50;0;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
100;Tarnished's Furled Finger;0;0;000000;4;-1;0;0;-1;0;-1;11010;170;-1;0;-1;00;1;0;-1;-1;-1;1;0;50;0;2;0;00;8;20;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305110;305111;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710660;0000000000000000;
101;Duelist's Furled Finger;0;0;000000;10;-1;0;0;-1;0;-1;11030;171;-1;0;-1;00;2;0;-1;-1;-1;1;0;50;0;2;0;00;8;0;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305120;305121;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710670;0000000000000000;
102;Bloody Finger;0;0;000000;11;-1;0;0;-1;0;-1;11050;172;-1;0;-1;00;3;0;-1;-1;-1;1;0;50;0;2;0;00;8;10;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305010;305011;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710680;0000000000000000;
103;Finger Severer;0;0;000000;7;-1;0;0;-1;0;-1;11150;-1;20000070;0;-1;00;4;0;-1;-1;-1;1;0;50;0;2;0;00;37;4;0;0;0000;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
104;White Cipher Ring;0;0;000000;531;-1;0;0;-1;0;-1;11120;174;-1;0;-1;00;600;0;-1;-1;-1;1;0;50;0;2;0;00;40;15;0;0;0000;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305300;305301;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
105;Blue Cipher Ring;0;0;000000;532;-1;0;0;-1;0;-1;11130;175;-1;0;-1;00;601;0;-1;-1;-1;1;0;50;0;2;0;00;40;16;0;0;0000;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305310;305311;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
106;Tarnished's Wizened Finger;0;0;000000;-1;-1;0;0;-1;0;-1;11160;-1;-1;0;-1;00;5;0;-1;-1;-1;1;0;50;0;0;0;00;8;5;0;0;0000;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305100;305101;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
107;Phantom Bloody Finger;0;0;000000;536;-1;0;0;-1;0;-1;11080;-1;-1;0;-1;00;634;0;-1;-1;-1;99;0;50;0;2;0;00;66;0;0;0;0000;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305040;305041;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
108;Taunter's Tongue;0;0;000000;533;-1;0;0;-1;0;-1;11140;178;-1;0;-1;00;7;0;-1;-1;-1;1;0;50;0;2;0;00;38;17;0;0;0000;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305020;305021;-1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
109;Small Golden Effigy;0;0;000000;534;84;0;0;-1;0;-1;11020;179;-1;0;-1;00;602;0;-1;-1;-1;1;0;50;0;2;0;00;41;18;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305200;305201;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710690;0000000000000000;
110;Small Red Effigy;0;0;000000;535;84;0;0;-1;0;-1;11040;180;-1;0;-1;00;603;0;-1;-1;-1;1;0;50;0;2;0;00;41;19;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305210;305211;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
111;Festering Bloody Finger;1;0;000000;11;-1;0;0;100;0;-1;11070;183;-1;0;-1;00;8;0;-1;-1;-1;99;0;50;0;2;0;00;8;22;0;0;0000;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305010;305011;-1;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;99;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710680;0000000000000000;
112;Recusant Finger;1;0;000000;16;-1;0;0;-1;0;-1;11060;184;-1;0;-1;00;635;0;-1;-1;-1;1;0;50;0;2;0;00;8;21;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305010;305011;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710680;0000000000000000;
113;Phantom Bloody Finger;1;0;000000;536;-1;0;0;-1;0;-1;11100;-1;-1;0;-1;00;636;0;-1;-1;-1;99;0;50;0;2;0;00;66;0;0;0;0000;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305040;305041;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
114;Phantom Recusant Finger;1;0;000000;536;-1;0;0;-1;0;-1;11090;-1;-1;0;-1;00;674;0;-1;-1;-1;99;0;50;0;2;0;00;66;0;0;0;0000;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305040;305041;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
115;Memory of Grace;0;0;000000;3226;-1;0;0;-1;0;-1;500;-1;10011954;0;-1;00;9;0;-1;-1;-1;1;0;50;0;2;0;00;6;1;0;0;0000;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;302061;302060;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;10;1;0;0;3;0;465;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
130;Spectral Steed Whistle;0;0;000000;81;-1;0;0;-1;0;-1;510;181;20000800;0;-1;00;13;0;-1;-1;-1;1;0;50;0;2;0;00;32;1;0;0;0000;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;10;1;0;0;3;0;433;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710520;0000000000000000;
135;Phantom Great Rune;1;0;000000;10013500;17;0;0;-1;0;-1;11110;-1;-1;0;-1;00;626;0;-1;-1;-1;99;0;50;0;1;0;00;92;0;0;0;0000;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;304660;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
150;Furlcalling Finger Remedy;0;0;000000;530;-1;0;0;10;0;-1;11000;182;-1;0;-1;00;14;0;-1;-1;-1;999;0;50;0;2;0;00;36;14;0;0;0000;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;0;120;1;0;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;710650;0000000000000000;
166;;0;0;000000;539;84;0;0;-1;0;-1;11160;-1;-1;0;-1;00;1;0;-1;-1;-1;1;0;50;13;2;0;00;8;0;0;0;0000;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;-1;-1;-1;-1;305100;305101;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
170;Tarnished's Furled Finger;0;0;000000;4;-1;0;0;-1;0;-1;11010;-1;-1;0;-1;00;575;0;-1;-1;-1;1;0;50;0;2;0;00;8;20;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305110;305111;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
171;Duelist's Furled Finger;0;0;000000;10;-1;0;0;-1;0;-1;11030;-1;-1;0;-1;00;576;0;-1;-1;-1;1;0;50;0;2;0;00;8;0;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305120;305121;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
172;Bloody Finger;0;0;000000;11;-1;0;0;-1;0;-1;11050;-1;-1;0;-1;00;577;0;-1;-1;-1;1;0;50;0;2;0;00;8;10;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305010;305011;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
174;White Cipher Ring;0;0;000000;531;-1;0;0;-1;0;-1;11120;-1;-1;0;-1;00;579;0;-1;-1;-1;1;0;50;0;2;0;00;40;15;0;0;0000;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305300;305301;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
175;Blue Cipher Ring;0;0;000000;532;-1;0;0;-1;0;-1;11130;-1;-1;0;-1;00;580;0;-1;-1;-1;1;0;50;0;2;0;00;40;16;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305310;305311;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
178;Taunter's Tongue;0;0;000000;533;-1;0;0;-1;0;-1;11140;-1;-1;0;-1;00;578;0;-1;-1;-1;1;0;50;0;2;0;00;38;17;0;0;0000;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
179;Small Golden Effigy;0;0;000000;534;84;0;0;-1;0;-1;11020;-1;-1;0;-1;00;581;0;-1;-1;-1;1;0;50;0;2;0;00;8;18;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305200;305201;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
180;Small Red Effigy;0;0;000000;535;84;0;0;-1;0;-1;11040;-1;-1;0;-1;00;582;0;-1;-1;-1;1;0;50;0;2;0;00;8;19;0;0;0000;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305210;305211;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
181;Spectral Steed Whistle;0;0;000000;81;-1;0;0;-1;0;-1;510;-1;20000800;0;-1;00;558;0;-1;-1;-1;1;0;50;0;2;0;00;32;1;0;0;0000;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;10;1;0;0;2;0;433;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
182;Furlcalling Finger Remedy;0;0;000000;530;-1;0;0;-1;0;-1;11000;-1;-1;0;-1;00;583;0;-1;-1;-1;999;0;50;0;2;0;00;36;14;0;0;0000;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;1;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
183;Festering Bloody Finger;0;0;000000;11;-1;0;0;-1;0;-1;11070;-1;-1;0;-1;00;675;0;-1;-1;-1;1;0;50;0;2;0;00;8;10;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305010;305011;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
184;Recusant Finger;0;0;000000;11;-1;0;0;-1;0;-1;11060;-1;-1;0;-1;00;676;0;-1;-1;-1;1;0;50;0;2;0;00;8;10;0;0;0000;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;305010;305011;-1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;120;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
190;Rune Arc;1;0;000000;3450;-1;0;0;200;0;-1;520;-1;-1;0;-1;00;584;0;-1;-1;-1;99;0;50;0;2;0;00;65;0;0;0;0000;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;-1;-1;-1;-1;-1;304573;304570;-1;0;0;0;1;0;0;0;0;0;2;1;1;0;2;0;1;0;600;10;1;0;0;2;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
191;Godrick's Great Rune;1;0;000000;-1;-1;0;0;-1;0;-1;200000;-1;-1;0;-1;00;3201;0;-1;-1;-1;1;0;50;15;2;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;10;1;0;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
192;Radahn's Great Rune;1;0;000000;-1;-1;0;0;-1;0;-1;200020;-1;-1;0;-1;00;3204;0;-1;-1;-1;1;0;50;15;2;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;10;1;0;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
193;Morgott's Great Rune;1;0;000000;-1;-1;0;0;-1;0;-1;200030;-1;-1;0;-1;00;3200;0;-1;-1;-1;1;0;50;15;2;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;10;1;0;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
194;Rykard's Great Rune;1;0;000000;-1;-1;0;0;-1;0;-1;200010;-1;-1;0;-1;00;3203;0;-1;-1;-1;1;0;50;15;2;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;-1;-1;-1;-1;-1;304621;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;10;1;0;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
195;Mohg's Great Rune;1;0;000000;-1;-1;0;0;-1;0;-1;200040;-1;-1;0;-1;00;3205;0;-1;-1;-1;1;0;50;15;2;0;00;0;0;0;0;0000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;10;1;0;0;3;0;0;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0000;0;0000000000000000;
